PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=82 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=83 ttl=64 time=237 ms
64 bytes from 10.0.0.6: icmp_seq=84 ttl=64 time=234 ms
64 bytes from 10.0.0.6: icmp_seq=85 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=86 ttl=64 time=216 ms
64 bytes from 10.0.0.6: icmp_seq=87 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=90 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=91 ttl=64 time=229 ms
64 bytes from 10.0.0.6: icmp_seq=92 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=93 ttl=64 time=211 ms
64 bytes from 10.0.0.6: icmp_seq=94 ttl=64 time=212 ms
64 bytes from 10.0.0.6: icmp_seq=96 ttl=64 time=183 ms
64 bytes from 10.0.0.6: icmp_seq=100 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=101 ttl=64 time=213 ms
64 bytes from 10.0.0.6: icmp_seq=103 ttl=64 time=232 ms
64 bytes from 10.0.0.6: icmp_seq=104 ttl=64 time=234 ms
64 bytes from 10.0.0.6: icmp_seq=105 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=106 ttl=64 time=232 ms
64 bytes from 10.0.0.6: icmp_seq=107 ttl=64 time=227 ms
64 bytes from 10.0.0.6: icmp_seq=108 ttl=64 time=234 ms
64 bytes from 10.0.0.6: icmp_seq=111 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=112 ttl=64 time=209 ms
64 bytes from 10.0.0.6: icmp_seq=113 ttl=64 time=153 ms
64 bytes from 10.0.0.6: icmp_seq=114 ttl=64 time=225 ms
64 bytes from 10.0.0.6: icmp_seq=116 ttl=64 time=178 ms
64 bytes from 10.0.0.6: icmp_seq=117 ttl=64 time=240 ms
64 bytes from 10.0.0.6: icmp_seq=118 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=119 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=120 ttl=64 time=158 ms
64 bytes from 10.0.0.6: icmp_seq=121 ttl=64 time=227 ms
64 bytes from 10.0.0.6: icmp_seq=122 ttl=64 time=194 ms
64 bytes from 10.0.0.6: icmp_seq=124 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=127 ttl=64 time=236 ms
64 bytes from 10.0.0.6: icmp_seq=129 ttl=64 time=218 ms
64 bytes from 10.0.0.6: icmp_seq=130 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=131 ttl=64 time=166 ms
64 bytes from 10.0.0.6: icmp_seq=132 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=134 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=135 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=136 ttl=64 time=228 ms
64 bytes from 10.0.0.6: icmp_seq=137 ttl=64 time=228 ms
64 bytes from 10.0.0.6: icmp_seq=139 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=140 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=141 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=142 ttl=64 time=211 ms
64 bytes from 10.0.0.6: icmp_seq=143 ttl=64 time=231 ms
64 bytes from 10.0.0.6: icmp_seq=144 ttl=64 time=173 ms
64 bytes from 10.0.0.6: icmp_seq=145 ttl=64 time=220 ms
64 bytes from 10.0.0.6: icmp_seq=146 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=147 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=148 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=149 ttl=64 time=207 ms
64 bytes from 10.0.0.6: icmp_seq=150 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=151 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=152 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=153 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=155 ttl=64 time=223 ms
64 bytes from 10.0.0.6: icmp_seq=157 ttl=64 time=223 ms
64 bytes from 10.0.0.6: icmp_seq=158 ttl=64 time=226 ms
64 bytes from 10.0.0.6: icmp_seq=159 ttl=64 time=222 ms
64 bytes from 10.0.0.6: icmp_seq=160 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=161 ttl=64 time=186 ms
64 bytes from 10.0.0.6: icmp_seq=163 ttl=64 time=228 ms
64 bytes from 10.0.0.6: icmp_seq=164 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=165 ttl=64 time=222 ms
64 bytes from 10.0.0.6: icmp_seq=166 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=168 ttl=64 time=233 ms
64 bytes from 10.0.0.6: icmp_seq=170 ttl=64 time=246 ms
64 bytes from 10.0.0.6: icmp_seq=171 ttl=64 time=205 ms
64 bytes from 10.0.0.6: icmp_seq=174 ttl=64 time=225 ms
64 bytes from 10.0.0.6: icmp_seq=175 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=176 ttl=64 time=224 ms
64 bytes from 10.0.0.6: icmp_seq=178 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=179 ttl=64 time=200 ms
64 bytes from 10.0.0.6: icmp_seq=180 ttl=64 time=237 ms
64 bytes from 10.0.0.6: icmp_seq=181 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=183 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=184 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=186 ttl=64 time=214 ms
64 bytes from 10.0.0.6: icmp_seq=187 ttl=64 time=173 ms
64 bytes from 10.0.0.6: icmp_seq=188 ttl=64 time=198 ms
64 bytes from 10.0.0.6: icmp_seq=189 ttl=64 time=201 ms
64 bytes from 10.0.0.6: icmp_seq=190 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=191 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=192 ttl=64 time=187 ms
64 bytes from 10.0.0.6: icmp_seq=194 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=195 ttl=64 time=222 ms
64 bytes from 10.0.0.6: icmp_seq=196 ttl=64 time=221 ms
64 bytes from 10.0.0.6: icmp_seq=199 ttl=64 time=247 ms
64 bytes from 10.0.0.6: icmp_seq=200 ttl=64 time=246 ms
64 bytes from 10.0.0.6: icmp_seq=201 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=202 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=203 ttl=64 time=187 ms
64 bytes from 10.0.0.6: icmp_seq=204 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=205 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=207 ttl=64 time=246 ms
64 bytes from 10.0.0.6: icmp_seq=209 ttl=64 time=222 ms
64 bytes from 10.0.0.6: icmp_seq=210 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=211 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=212 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=213 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=214 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=216 ttl=64 time=206 ms
64 bytes from 10.0.0.6: icmp_seq=217 ttl=64 time=188 ms
64 bytes from 10.0.0.6: icmp_seq=218 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=219 ttl=64 time=247 ms
64 bytes from 10.0.0.6: icmp_seq=221 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=222 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=224 ttl=64 time=232 ms
64 bytes from 10.0.0.6: icmp_seq=225 ttl=64 time=247 ms
64 bytes from 10.0.0.6: icmp_seq=226 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=228 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=229 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=230 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=231 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=232 ttl=64 time=227 ms
64 bytes from 10.0.0.6: icmp_seq=233 ttl=64 time=247 ms
64 bytes from 10.0.0.6: icmp_seq=234 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=235 ttl=64 time=201 ms
64 bytes from 10.0.0.6: icmp_seq=236 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=238 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=239 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=241 ttl=64 time=239 ms
64 bytes from 10.0.0.6: icmp_seq=242 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=244 ttl=64 time=245 ms
64 bytes from 10.0.0.6: icmp_seq=245 ttl=64 time=245 ms
64 bytes from 10.0.0.6: icmp_seq=246 ttl=64 time=219 ms
64 bytes from 10.0.0.6: icmp_seq=248 ttl=64 time=234 ms
64 bytes from 10.0.0.6: icmp_seq=249 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=250 ttl=64 time=239 ms
64 bytes from 10.0.0.6: icmp_seq=251 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=252 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=254 ttl=64 time=247 ms
64 bytes from 10.0.0.6: icmp_seq=255 ttl=64 time=210 ms
64 bytes from 10.0.0.6: icmp_seq=256 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=257 ttl=64 time=220 ms
64 bytes from 10.0.0.6: icmp_seq=258 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=260 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=262 ttl=64 time=240 ms
64 bytes from 10.0.0.6: icmp_seq=263 ttl=64 time=226 ms
64 bytes from 10.0.0.6: icmp_seq=266 ttl=64 time=213 ms
64 bytes from 10.0.0.6: icmp_seq=267 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=269 ttl=64 time=236 ms
64 bytes from 10.0.0.6: icmp_seq=270 ttl=64 time=240 ms
64 bytes from 10.0.0.6: icmp_seq=271 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=272 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=274 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=276 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=277 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=280 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=281 ttl=64 time=221 ms
64 bytes from 10.0.0.6: icmp_seq=282 ttl=64 time=233 ms
64 bytes from 10.0.0.6: icmp_seq=283 ttl=64 time=235 ms
64 bytes from 10.0.0.6: icmp_seq=284 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=286 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=287 ttl=64 time=227 ms
64 bytes from 10.0.0.6: icmp_seq=289 ttl=64 time=210 ms
64 bytes from 10.0.0.6: icmp_seq=290 ttl=64 time=223 ms
64 bytes from 10.0.0.6: icmp_seq=291 ttl=64 time=225 ms
64 bytes from 10.0.0.6: icmp_seq=292 ttl=64 time=246 ms
64 bytes from 10.0.0.6: icmp_seq=293 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=294 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=296 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=297 ttl=64 time=250 ms
64 bytes from 10.0.0.6: icmp_seq=299 ttl=64 time=246 ms
64 bytes from 10.0.0.6: icmp_seq=300 ttl=64 time=206 ms
64 bytes from 10.0.0.6: icmp_seq=301 ttl=64 time=211 ms
64 bytes from 10.0.0.6: icmp_seq=303 ttl=64 time=251 ms
64 bytes from 10.0.0.6: icmp_seq=304 ttl=64 time=239 ms
64 bytes from 10.0.0.6: icmp_seq=305 ttl=64 time=228 ms
64 bytes from 10.0.0.6: icmp_seq=306 ttl=64 time=201 ms
64 bytes from 10.0.0.6: icmp_seq=307 ttl=64 time=216 ms
64 bytes from 10.0.0.6: icmp_seq=308 ttl=64 time=207 ms
64 bytes from 10.0.0.6: icmp_seq=311 ttl=64 time=234 ms
64 bytes from 10.0.0.6: icmp_seq=312 ttl=64 time=237 ms
64 bytes from 10.0.0.6: icmp_seq=313 ttl=64 time=248 ms
64 bytes from 10.0.0.6: icmp_seq=314 ttl=64 time=161 ms
64 bytes from 10.0.0.6: icmp_seq=315 ttl=64 time=165 ms
64 bytes from 10.0.0.6: icmp_seq=316 ttl=64 time=238 ms
64 bytes from 10.0.0.6: icmp_seq=317 ttl=64 time=241 ms
64 bytes from 10.0.0.6: icmp_seq=319 ttl=64 time=249 ms
64 bytes from 10.0.0.6: icmp_seq=320 ttl=64 time=226 ms
64 bytes from 10.0.0.6: icmp_seq=321 ttl=64 time=231 ms
64 bytes from 10.0.0.6: icmp_seq=322 ttl=64 time=190 ms
64 bytes from 10.0.0.6: icmp_seq=323 ttl=64 time=242 ms
64 bytes from 10.0.0.6: icmp_seq=324 ttl=64 time=244 ms
64 bytes from 10.0.0.6: icmp_seq=325 ttl=64 time=242 ms
64 bytes from 10.0.0.6: icmp_seq=326 ttl=64 time=217 ms
64 bytes from 10.0.0.6: icmp_seq=328 ttl=64 time=238 ms
64 bytes from 10.0.0.6: icmp_seq=329 ttl=64 time=235 ms

--- 10.0.0.6 ping statistics ---
330 packets transmitted, 249 received, 24% packet loss, time 329660ms
rtt min/avg/max/mdev = 113.284/231.258/271.773/23.465 ms
