PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=48 ttl=64 time=0.971 ms
64 bytes from 10.0.0.6: icmp_seq=49 ttl=64 time=0.524 ms
64 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=0.466 ms
64 bytes from 10.0.0.6: icmp_seq=51 ttl=64 time=0.552 ms
64 bytes from 10.0.0.6: icmp_seq=52 ttl=64 time=0.492 ms
64 bytes from 10.0.0.6: icmp_seq=53 ttl=64 time=0.993 ms
64 bytes from 10.0.0.6: icmp_seq=54 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=55 ttl=64 time=0.494 ms
64 bytes from 10.0.0.6: icmp_seq=56 ttl=64 time=0.958 ms
64 bytes from 10.0.0.6: icmp_seq=57 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=58 ttl=64 time=0.200 ms
64 bytes from 10.0.0.6: icmp_seq=59 ttl=64 time=0.857 ms
64 bytes from 10.0.0.6: icmp_seq=60 ttl=64 time=0.916 ms
64 bytes from 10.0.0.6: icmp_seq=61 ttl=64 time=0.963 ms
64 bytes from 10.0.0.6: icmp_seq=62 ttl=64 time=1.02 ms
64 bytes from 10.0.0.6: icmp_seq=63 ttl=64 time=0.992 ms
64 bytes from 10.0.0.6: icmp_seq=64 ttl=64 time=0.540 ms
64 bytes from 10.0.0.6: icmp_seq=65 ttl=64 time=0.151 ms
64 bytes from 10.0.0.6: icmp_seq=66 ttl=64 time=1.49 ms
64 bytes from 10.0.0.6: icmp_seq=67 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=68 ttl=64 time=0.523 ms
64 bytes from 10.0.0.6: icmp_seq=69 ttl=64 time=0.365 ms
64 bytes from 10.0.0.6: icmp_seq=70 ttl=64 time=0.355 ms
64 bytes from 10.0.0.6: icmp_seq=71 ttl=64 time=0.974 ms
64 bytes from 10.0.0.6: icmp_seq=72 ttl=64 time=0.493 ms
64 bytes from 10.0.0.6: icmp_seq=73 ttl=64 time=0.541 ms
64 bytes from 10.0.0.6: icmp_seq=74 ttl=64 time=0.502 ms
64 bytes from 10.0.0.6: icmp_seq=75 ttl=64 time=1.48 ms
64 bytes from 10.0.0.6: icmp_seq=76 ttl=64 time=0.495 ms
64 bytes from 10.0.0.6: icmp_seq=77 ttl=64 time=0.381 ms
64 bytes from 10.0.0.6: icmp_seq=78 ttl=64 time=0.993 ms
64 bytes from 10.0.0.6: icmp_seq=79 ttl=64 time=0.987 ms
64 bytes from 10.0.0.6: icmp_seq=80 ttl=64 time=0.528 ms
64 bytes from 10.0.0.6: icmp_seq=81 ttl=64 time=0.637 ms
64 bytes from 10.0.0.6: icmp_seq=82 ttl=64 time=0.496 ms
64 bytes from 10.0.0.6: icmp_seq=83 ttl=64 time=0.143 ms
64 bytes from 10.0.0.6: icmp_seq=84 ttl=64 time=0.520 ms
64 bytes from 10.0.0.6: icmp_seq=85 ttl=64 time=0.530 ms
64 bytes from 10.0.0.6: icmp_seq=86 ttl=64 time=0.499 ms
64 bytes from 10.0.0.6: icmp_seq=87 ttl=64 time=0.243 ms
64 bytes from 10.0.0.6: icmp_seq=88 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=89 ttl=64 time=0.527 ms
64 bytes from 10.0.0.6: icmp_seq=90 ttl=64 time=1.49 ms
64 bytes from 10.0.0.6: icmp_seq=91 ttl=64 time=0.524 ms
64 bytes from 10.0.0.6: icmp_seq=92 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=93 ttl=64 time=0.547 ms
64 bytes from 10.0.0.6: icmp_seq=94 ttl=64 time=0.514 ms
64 bytes from 10.0.0.6: icmp_seq=95 ttl=64 time=0.270 ms
64 bytes from 10.0.0.6: icmp_seq=96 ttl=64 time=0.496 ms
64 bytes from 10.0.0.6: icmp_seq=97 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=98 ttl=64 time=0.428 ms
64 bytes from 10.0.0.6: icmp_seq=99 ttl=64 time=0.456 ms
64 bytes from 10.0.0.6: icmp_seq=100 ttl=64 time=1.47 ms
64 bytes from 10.0.0.6: icmp_seq=101 ttl=64 time=0.996 ms
64 bytes from 10.0.0.6: icmp_seq=102 ttl=64 time=0.498 ms
64 bytes from 10.0.0.6: icmp_seq=103 ttl=64 time=0.650 ms
64 bytes from 10.0.0.6: icmp_seq=104 ttl=64 time=0.987 ms
64 bytes from 10.0.0.6: icmp_seq=105 ttl=64 time=1.02 ms
64 bytes from 10.0.0.6: icmp_seq=106 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=107 ttl=64 time=0.547 ms
64 bytes from 10.0.0.6: icmp_seq=108 ttl=64 time=0.024 ms
64 bytes from 10.0.0.6: icmp_seq=109 ttl=64 time=0.316 ms
64 bytes from 10.0.0.6: icmp_seq=110 ttl=64 time=1.46 ms
64 bytes from 10.0.0.6: icmp_seq=111 ttl=64 time=0.976 ms
64 bytes from 10.0.0.6: icmp_seq=112 ttl=64 time=1.53 ms
64 bytes from 10.0.0.6: icmp_seq=113 ttl=64 time=2.21 ms
64 bytes from 10.0.0.6: icmp_seq=114 ttl=64 time=0.985 ms
64 bytes from 10.0.0.6: icmp_seq=115 ttl=64 time=0.492 ms
64 bytes from 10.0.0.6: icmp_seq=116 ttl=64 time=0.639 ms
64 bytes from 10.0.0.6: icmp_seq=117 ttl=64 time=0.618 ms
64 bytes from 10.0.0.6: icmp_seq=118 ttl=64 time=0.502 ms
64 bytes from 10.0.0.6: icmp_seq=119 ttl=64 time=1.04 ms
64 bytes from 10.0.0.6: icmp_seq=120 ttl=64 time=0.975 ms
64 bytes from 10.0.0.6: icmp_seq=121 ttl=64 time=1.04 ms
64 bytes from 10.0.0.6: icmp_seq=122 ttl=64 time=0.503 ms
64 bytes from 10.0.0.6: icmp_seq=123 ttl=64 time=0.315 ms
64 bytes from 10.0.0.6: icmp_seq=124 ttl=64 time=0.348 ms
64 bytes from 10.0.0.6: icmp_seq=125 ttl=64 time=1.04 ms
64 bytes from 10.0.0.6: icmp_seq=126 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=127 ttl=64 time=0.484 ms
64 bytes from 10.0.0.6: icmp_seq=128 ttl=64 time=0.181 ms
64 bytes from 10.0.0.6: icmp_seq=129 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=130 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=131 ttl=64 time=0.522 ms
64 bytes from 10.0.0.6: icmp_seq=132 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=133 ttl=64 time=0.589 ms
64 bytes from 10.0.0.6: icmp_seq=134 ttl=64 time=1.48 ms
64 bytes from 10.0.0.6: icmp_seq=135 ttl=64 time=0.995 ms
64 bytes from 10.0.0.6: icmp_seq=136 ttl=64 time=0.472 ms
64 bytes from 10.0.0.6: icmp_seq=137 ttl=64 time=0.022 ms
64 bytes from 10.0.0.6: icmp_seq=138 ttl=64 time=0.871 ms
64 bytes from 10.0.0.6: icmp_seq=139 ttl=64 time=0.460 ms
64 bytes from 10.0.0.6: icmp_seq=140 ttl=64 time=0.996 ms
64 bytes from 10.0.0.6: icmp_seq=141 ttl=64 time=0.473 ms
64 bytes from 10.0.0.6: icmp_seq=142 ttl=64 time=1.30 ms
64 bytes from 10.0.0.6: icmp_seq=143 ttl=64 time=0.521 ms
64 bytes from 10.0.0.6: icmp_seq=144 ttl=64 time=0.303 ms
64 bytes from 10.0.0.6: icmp_seq=145 ttl=64 time=0.840 ms
64 bytes from 10.0.0.6: icmp_seq=146 ttl=64 time=0.975 ms
64 bytes from 10.0.0.6: icmp_seq=147 ttl=64 time=0.510 ms
64 bytes from 10.0.0.6: icmp_seq=148 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=149 ttl=64 time=0.540 ms
64 bytes from 10.0.0.6: icmp_seq=150 ttl=64 time=1.43 ms
64 bytes from 10.0.0.6: icmp_seq=151 ttl=64 time=0.828 ms
64 bytes from 10.0.0.6: icmp_seq=152 ttl=64 time=0.916 ms
64 bytes from 10.0.0.6: icmp_seq=153 ttl=64 time=0.786 ms
64 bytes from 10.0.0.6: icmp_seq=154 ttl=64 time=0.519 ms
64 bytes from 10.0.0.6: icmp_seq=155 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=156 ttl=64 time=0.275 ms
64 bytes from 10.0.0.6: icmp_seq=157 ttl=64 time=0.619 ms
64 bytes from 10.0.0.6: icmp_seq=158 ttl=64 time=0.869 ms
64 bytes from 10.0.0.6: icmp_seq=159 ttl=64 time=0.544 ms
64 bytes from 10.0.0.6: icmp_seq=160 ttl=64 time=0.520 ms
64 bytes from 10.0.0.6: icmp_seq=161 ttl=64 time=1.02 ms
64 bytes from 10.0.0.6: icmp_seq=162 ttl=64 time=0.441 ms
64 bytes from 10.0.0.6: icmp_seq=163 ttl=64 time=0.984 ms
64 bytes from 10.0.0.6: icmp_seq=164 ttl=64 time=0.374 ms
64 bytes from 10.0.0.6: icmp_seq=165 ttl=64 time=0.964 ms
64 bytes from 10.0.0.6: icmp_seq=166 ttl=64 time=0.518 ms
64 bytes from 10.0.0.6: icmp_seq=167 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=168 ttl=64 time=0.289 ms
64 bytes from 10.0.0.6: icmp_seq=169 ttl=64 time=0.052 ms
64 bytes from 10.0.0.6: icmp_seq=170 ttl=64 time=1.09 ms
64 bytes from 10.0.0.6: icmp_seq=171 ttl=64 time=0.329 ms
64 bytes from 10.0.0.6: icmp_seq=172 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=173 ttl=64 time=0.504 ms
64 bytes from 10.0.0.6: icmp_seq=174 ttl=64 time=0.989 ms
64 bytes from 10.0.0.6: icmp_seq=175 ttl=64 time=1.02 ms
64 bytes from 10.0.0.6: icmp_seq=176 ttl=64 time=1.05 ms
64 bytes from 10.0.0.6: icmp_seq=177 ttl=64 time=0.174 ms
64 bytes from 10.0.0.6: icmp_seq=178 ttl=64 time=0.455 ms
64 bytes from 10.0.0.6: icmp_seq=179 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=180 ttl=64 time=0.987 ms
64 bytes from 10.0.0.6: icmp_seq=181 ttl=64 time=0.166 ms
64 bytes from 10.0.0.6: icmp_seq=182 ttl=64 time=0.725 ms
64 bytes from 10.0.0.6: icmp_seq=183 ttl=64 time=0.980 ms
64 bytes from 10.0.0.6: icmp_seq=184 ttl=64 time=0.402 ms
64 bytes from 10.0.0.6: icmp_seq=185 ttl=64 time=0.987 ms
64 bytes from 10.0.0.6: icmp_seq=186 ttl=64 time=0.488 ms
64 bytes from 10.0.0.6: icmp_seq=187 ttl=64 time=0.654 ms
64 bytes from 10.0.0.6: icmp_seq=188 ttl=64 time=1.47 ms
64 bytes from 10.0.0.6: icmp_seq=189 ttl=64 time=0.965 ms
64 bytes from 10.0.0.6: icmp_seq=190 ttl=64 time=0.514 ms
64 bytes from 10.0.0.6: icmp_seq=191 ttl=64 time=1.48 ms
64 bytes from 10.0.0.6: icmp_seq=192 ttl=64 time=0.944 ms
64 bytes from 10.0.0.6: icmp_seq=193 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=194 ttl=64 time=0.488 ms
64 bytes from 10.0.0.6: icmp_seq=195 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=196 ttl=64 time=0.513 ms
64 bytes from 10.0.0.6: icmp_seq=197 ttl=64 time=0.613 ms
64 bytes from 10.0.0.6: icmp_seq=198 ttl=64 time=0.462 ms
64 bytes from 10.0.0.6: icmp_seq=199 ttl=64 time=0.428 ms
64 bytes from 10.0.0.6: icmp_seq=200 ttl=64 time=0.970 ms
64 bytes from 10.0.0.6: icmp_seq=201 ttl=64 time=0.476 ms
64 bytes from 10.0.0.6: icmp_seq=202 ttl=64 time=1.08 ms

--- 10.0.0.6 ping statistics ---
202 packets transmitted, 202 received, 0% packet loss, time 201057ms
rtt min/avg/max/mdev = 0.022/1.488/22.565/2.608 ms
